,elapsed_time,sat
0,2078.2794258594513,True
1,657.018590927124,True
2,250.61168003082275,True
3,261.54073190689087,True
4,590.295068025589,True
5,747.98126912117,True
6,2699.514652967453,True
7,1812.3262186050415,True
8,4574.4136209487915,True
9,576.2792572975159,True
10,158.5412187576294,True
11,386.00498723983765,True
12,483.5530812740326,True
13,1591.1805231571198,True
14,3319.8862080574036,True
15,2714.6301488876343,True
16,325.5455119609833,True
17,1569.8139572143555,True
18,826.8139657974243,True
19,68.95078301429749,True
20,495.9640839099884,True
21,68.27166795730591,True
22,511.15866684913635,True
23,462.17143392562866,True
24,3341.9995079040527,True
25,314.82310700416565,True
26,991.8883159160614,True
27,444.96309185028076,True
28,2980.8912119865417,True
29,3372.7769980430603,True
30,2180.5323100090027,True
31,540.8520929813385,True
32,2103.826875925064,True
33,73.93186283111572,True
34,546.3450758457184,True
35,7280.82439994812,True
36,855.87082695961,True
37,1350.1527109146118,True
38,709.9838683605194,True
39,468.2059180736542,True
40,1325.1551570892334,True
41,769.5770149230957,True
42,1955.336774110794,True
43,4856.485981225967,True
44,299.9370582103729,True
45,85.64386677742004,True
46,739.9755039215088,True
47,1228.847933769226,True
48,443.05893301963806,True
49,1412.7330911159515,True
